Gender,Age,Attitude,Deep,Stra,Surf,Points
2,22,-2.2076502732240435,-3.3497267759562845,-0.6830601092896167,0.491803278688522,16
2,22,-10.207650273224044,-7.3497267759562845,2.3169398907103833,7.491803278688522,16
1,21,-0.2076502732240435,-2.3497267759562845,-2.6830601092896167,6.491803278688522,19
1,22,8.792349726775956,-0.34972677595628454,11.316939890710383,-2.508196721311478,30
2,21,-0.2076502732240435,6.6502732240437155,-3.6830601092896167,0.491803278688522,23
2,21,-8.207650273224044,6.6502732240437155,-2.6830601092896167,6.491803278688522,19
2,21,-3.2076502732240435,1.6502732240437155,1.3169398907103833,2.491803278688522,18
2,21,5.7923497267759565,8.650273224043715,8.316939890710383,-2.508196721311478,28
2,20,-5.2076502732240435,-2.3497267759562845,2.3169398907103833,-4.508196721311478,21
2,21,-7.2076502732240435,-1.3497267759562845,-2.6830601092896167,9.491803278688522,19
2,25,-1.2076502732240435,-0.34972677595628454,8.316939890710383,-8.508196721311478,27
1,21,-3.2076502732240435,-19.349726775956285,1.3169398907103833,18.491803278688522,24
2,24,-2.2076502732240435,6.6502732240437155,-1.6830601092896167,-1.508196721311478,21
2,20,-7.2076502732240435,-1.3497267759562845,-1.6830601092896167,2.491803278688522,20
1,21,-0.2076502732240435,3.6502732240437155,-5.683060109289617,-1.508196721311478,28
2,20,-12.207650273224044,-4.3497267759562845,6.316939890710383,-7.508196721311478,12
2,20,-11.207650273224044,-2.3497267759562845,-7.683060109289617,-1.508196721311478,21
2,18,6.7923497267759565,-6.3497267759562845,7.316939890710383,-6.508196721311478,28
2,21,2.7923497267759565,-1.3497267759562845,1.3169398907103833,-1.508196721311478,31
2,19,5.7923497267759565,-3.3497267759562845,-3.6830601092896167,6.491803278688522,18
2,21,-2.2076502732240435,6.6502732240437155,-2.6830601092896167,8.491803278688522,25
2,20,-8.207650273224044,-5.3497267759562845,7.316939890710383,-0.508196721311478,19
1,21,9.792349726775956,8.650273224043715,-0.6830601092896167,-9.508196721311478,21
2,20,-4.2076502732240435,-5.3497267759562845,2.3169398907103833,0.491803278688522,16
2,21,3.7923497267759565,2.6502732240437155,6.316939890710383,8.491803278688522,7
2,20,2.7923497267759565,-1.3497267759562845,1.3169398907103833,-3.508196721311478,21
2,18,0.7923497267759565,9.650273224043715,2.3169398907103833,4.491803278688522,17
1,22,1.7923497267759565,-1.3497267759562845,8.316939890710383,3.491803278688522,22
2,22,1.7923497267759565,-0.34972677595628454,3.3169398907103833,1.491803278688522,18
1,24,3.7923497267759565,-13.349726775956285,-8.683060109289617,4.491803278688522,25
2,19,0.7923497267759565,5.6502732240437155,4.316939890710383,-3.508196721311478,24
2,20,-0.2076502732240435,-5.3497267759562845,2.3169398907103833,12.491803278688522,23
2,20,-3.2076502732240435,7.6502732240437155,-7.683060109289617,-6.508196721311478,23
2,17,-14.207650273224044,2.6502732240437155,12.316939890710383,7.491803278688522,26
1,19,-12.207650273224044,-12.349726775956285,-4.683060109289617,11.491803278688522,12
2,20,3.7923497267759565,-7.3497267759562845,-1.6830601092896167,2.491803278688522,32
2,20,-7.2076502732240435,0.6502732240437155,-2.6830601092896167,-2.508196721311478,22
2,20,-10.207650273224044,5.6502732240437155,7.316939890710383,6.491803278688522,20
2,20,-2.2076502732240435,5.6502732240437155,-5.683060109289617,0.491803278688522,21
2,19,-12.207650273224044,-5.3497267759562845,6.316939890710383,2.491803278688522,23
2,19,-11.207650273224044,4.6502732240437155,2.3169398907103833,0.491803278688522,20
2,22,10.792349726775956,-9.349726775956285,-10.683060109289617,4.491803278688522,28
1,35,9.792349726775956,1.6502732240437155,-0.6830601092896167,-0.508196721311478,31
2,18,5.7923497267759565,-6.3497267759562845,-3.6830601092896167,7.491803278688522,18
2,19,4.7923497267759565,-3.3497267759562845,-3.6830601092896167,2.491803278688522,30
1,21,-13.207650273224044,4.6502732240437155,2.3169398907103833,-1.508196721311478,19
