"","SeEdu_FM","LFR_FM","Life_Exp","Exp_Edu","GNI","MMR","ABR","%PR"
"115",0.985507246376812,0.863989637305699,69.5,12.6,7176,120,40.9,8.3
"116",0.728395061728395,0.185694635488308,69.6,12.3,2728,49,41.6,12.4
"117",0.84468085106383,0.938356164383562,62.3,11.1,6012,410,126.7,11.5
"118",0.586363636363636,0.853971962616822,60.1,13.5,3734,280,125.4,12.7
"119",0.698608964451314,0.942577030812325,61.4,11.5,3852,380,58.4,10.9
"120",0.825665859564165,0.682520808561237,71.6,10,3191,170,80.6,20
"121",0.432314410480349,0.910982658959538,68.4,10.9,2949,170,44.3,19
"122",0.805732484076433,0.859116022099447,61.6,11,2762,400,93.6,20.8
"123",0.463350785340314,0.917336394948335,69.6,12.4,2311,190,73.7,29.5
"124",0.418655097613883,0.296743063932449,66.2,7.8,4866,170,27.3,19.7
"125",1.49673202614379,0.913730255164034,65.9,8.6,4608,200,12.1,4.7
"126",0.842307692307692,0.613128491620112,49,11.3,5542,310,72,14.7
"127",0.589473684210526,0.976718403547672,65,9.2,2411,410,122.7,36
"128",0.610315186246418,0.830729166666667,55.5,10.4,2803,590,115.8,27.1
"129",0.785483870967742,0.927536231884058,57.5,10.9,1615,470,60.3,35.1
"130",0.397129186602871,0.36283185840708,63.1,8.5,3560,320,73.3,22.2
"131",0.524137931034483,0.952702702702703,62.6,9.9,2463,220,62.1,2.7
"132",0.322097378277154,0.35180055401662,63.8,9.2,3519,270,47,0.7
"133",1.15263157894737,0.802721088435374,49.8,11.1,3306,490,89.4,26.8
"134",0.399503722084367,0.991389913899139,59.7,12.2,1228,450,91.5,17.6
"135",0.636363636363636,0.857746478873239,62.8,8.7,1669,380,42,3.5
"136",0.909090909090909,1.01289566236811,64.2,10.3,1458,320,33.6,57.5
"137",0.683582089552239,0.957070707070707,58.5,9.8,1613,360,126.6,35
"138",0.418518518518519,0.863346104725415,59.6,11.1,1767,340,90.2,8.4
"139",0.664835164835165,0.411842105263158,63.5,7,3809,360,84,23.8
"140",0.467532467532468,0.75,66.5,7.9,2188,320,94.4,42.7
"141",0.197986577181208,0.19874213836478,60.4,9.3,1885,400,86.8,27.6
"142",0.465116279069767,0.643734643734644,51.5,8.9,3171,720,130.3,9.2
"143",0.513888888888889,1.03803680981595,62.8,10.8,747,510,144.8,16.7
"144",0.428571428571429,0.875699888017917,64.1,8.5,1428,420,78.4,25.5
"145",0.552380952380952,0.870928829915561,60.2,8.8,1507,430,115.8,9.4
"146",0.395061728395062,0.965846994535519,58.7,9.8,680,730,135.3,8.2
"147",0.391857506361323,0.898148148148148,60.9,9.5,805,640,117.4,10.7
"148",0.509933774834437,0.624078624078624,58,8.4,1583,550,175.6,9.5
"149",0.225806451612903,1.03260869565217,55.1,9.3,1123,480,137.8,39.6
"150",0.460829493087558,0.952173913043478,50.9,8.6,1780,1100,100.7,12.4
"151",0.28125,0.856666666666667,58.7,7.8,1591,400,115.4,13.3
"152",0.63855421686747,1.01585365853659,56.7,10.1,758,740,30.3,34.9
"153",0.171717171717172,0.808080808080808,51.6,7.4,2085,980,152,14.9
"154",0.378277153558052,0.853113983548766,50.7,7.2,581,880,98.3,12.5
"155",0.307692307692308,0.445930880713489,61.4,5.4,908,630,204.8,13.3
